PID,MS SubClass,Lot Frontage,Lot Area,Lot Shape,Land Contour,Neighborhood,Bldg Type,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Total Bsmt SF,Central Air,1st Flr SF,2nd Flr SF,Gr Liv Area,Full Bath,TotRms AbvGrd,Fireplaces,Garage Cars,Garage Area,Mo Sold,Yr Sold,SalePrice
124,60,47,53504,IR2,HLS,StoneBr,1Fam,8,5,2003,2003,1650,Y,1690,1589,3279,3,12,1,3,841,6,2010,538000
2756,60,83,13159,IR1,HLS,Timber,1Fam,7,5,2009,2009,846,Y,846,846,1692,2,6,0,2,650,7,2009,224500
695,20,85,10000,Reg,Lvl,Somerst,1Fam,8,5,2006,2006,1588,Y,1588,0,1588,2,7,1,3,825,12,2007,227000
1110,90,70,8393,Reg,Lvl,NAmes,Duplex,5,5,1959,2005,1626,Y,1712,0,1712,2,8,0,2,588,6,2006,145000
986,120,50,9466,IR2,Lvl,Veenker,TwnhsE,8,5,1994,1995,1494,Y,1494,0,1494,1,5,1,2,478,5,2007,279700
2202,60,70,8750,Reg,Lvl,CollgCr,1Fam,6,5,1998,1998,804,Y,804,878,1682,2,7,0,2,523,6,2010,200500
2579,50,110,7810,IR1,HLS,Crawfor,1Fam,4,6,1930,2003,930,Y,1230,525,1755,2,7,1,1,231,11,2007,188000
2775,20,47,12416,IR1,Lvl,Timber,1Fam,6,5,1986,1986,1606,Y,1651,0,1651,2,7,1,2,616,11,2008,184000
1271,20,80,9600,Reg,Lvl,NAmes,1Fam,6,6,1958,1988,1240,Y,1632,0,1632,2,6,1,1,338,4,2009,139000
277,160,24,2368,Reg,Lvl,BrDale,TwnhsE,5,6,1970,1970,765,Y,765,600,1365,1,7,0,2,440,5,2009,125000
1294,20,75,10425,Reg,Lvl,NAmes,1Fam,5,5,1956,1958,1104,Y,1104,0,1104,1,5,0,1,384,4,2008,133000
680,20,86,11194,IR1,Lvl,Somerst,1Fam,8,5,2008,2008,1696,Y,1696,0,1696,2,7,0,3,972,9,2009,275000
2485,80,62,7692,Reg,Bnk,Edwards,1Fam,4,6,1954,1954,416,Y,1204,0,1204,1,6,0,1,312,11,2008,100000
1168,20,68,9724,Reg,Lvl,NAmes,1Fam,5,7,1947,1950,938,Y,1043,0,1043,1,5,1,1,273,5,2006,137000
1249,20,65,6860,IR1,Lvl,NAmes,1Fam,5,6,1956,1956,1008,Y,1008,0,1008,1,6,0,1,308,12,2007,131000
1384,30,60,5400,Reg,Lvl,OldTown,1Fam,4,7,1940,2005,672,Y,672,0,672,1,4,0,1,308,7,2008,86900
2703,120,44,3842,IR1,HLS,Crawfor,TwnhsE,8,5,2004,2005,1594,Y,1646,0,1646,2,5,1,2,482,1,2008,275000
423,60,110,14277,Reg,Lvl,NridgHt,1Fam,8,5,2003,2003,1317,Y,1217,1168,2385,2,7,1,3,818,1,2007,350000
1200,20,89,10680,Reg,Lvl,NAmes,1Fam,5,3,1951,1951,2136,N,2136,0,2136,2,7,0,2,528,10,2006,137900
1383,50,60,10930,Reg,Bnk,NAmes,1Fam,5,6,1945,1950,913,Y,1048,510,1558,1,6,1,1,288,4,2008,140000
754,20,85,10625,Reg,Lvl,Somerst,1Fam,8,5,2007,2007,1660,Y,1660,0,1660,2,7,1,3,660,6,2008,256000
692,20,79,9416,Reg,Lvl,Somerst,1Fam,7,5,2007,2007,1726,Y,1726,0,1726,2,8,1,3,786,9,2007,311872
23,60,60,8238,IR1,Lvl,Gilbert,1Fam,6,5,1997,1998,813,Y,813,712,1525,2,6,1,2,400,5,2006,183500
2062,60,103,13125,IR1,Lvl,SawyerW,1Fam,7,5,1991,1991,1104,Y,912,1215,2127,2,8,1,3,833,11,2007,238000
2664,30,60,8967,Reg,Lvl,IDOTRR,1Fam,5,2,1920,1950,961,Y,1077,0,1077,1,6,0,1,338,11,2007,67000
618,60,84,14260,IR1,Lvl,NoRidge,1Fam,8,5,2000,2000,1145,Y,1145,1053,2198,2,9,1,3,836,12,2008,250000
2896,20,160,20000,Reg,Lvl,Mitchel,1Fam,5,7,1960,1996,1224,Y,1224,0,1224,1,7,1,2,576,9,2006,131000
530,120,43,3182,Reg,Lvl,Blmngtn,TwnhsE,8,5,2004,2005,1256,Y,1269,0,1269,2,6,1,2,430,4,2010,192000
2313,20,90,11248,IR1,Lvl,CollgCr,1Fam,9,5,2002,2002,1626,Y,1668,0,1668,2,7,1,3,702,7,2007,285000
2734,90,82,11070,Reg,Lvl,Mitchel,Duplex,7,5,1988,1989,1907,Y,1959,0,1959,3,9,0,3,766,7,2006,171000
2133,20,78,11645,Reg,Lvl,CollgCr,1Fam,8,5,2005,2006,1498,Y,1498,0,1498,2,7,1,3,844,3,2009,237000
1830,30,60,10320,Reg,Lvl,IDOTRR,1Fam,5,8,1912,1991,451,Y,759,0,759,1,5,0,2,576,8,2008,85000
1222,20,92,10573,IR1,Lvl,NAmes,1Fam,6,6,1961,1961,1453,Y,1453,0,1453,2,6,1,2,530,4,2009,187500
659,60,79,9085,Reg,Lvl,NoRidge,1Fam,7,5,1995,1996,1070,Y,1094,967,2061,2,7,1,2,647,11,2009,260000
1019,20,80,10400,Reg,Lvl,NWAmes,1Fam,7,6,1970,1970,1304,Y,1682,0,1682,2,7,1,2,530,5,2008,174000
862,20,85,6970,Reg,Lvl,Sawyer,1Fam,4,5,1961,1961,1040,Y,1120,0,1120,1,5,0,2,544,5,2007,129000
147,60,46,20544,IR1,Lvl,NWAmes,1Fam,7,6,1986,1991,791,Y,1236,857,2093,2,7,1,2,542,11,2008,215000
978,20,73,7321,IR1,Lvl,Somerst,1Fam,7,5,1999,2000,1339,Y,1358,0,1358,2,5,0,2,625,12,2007,204000
1693,50,70,8737,IR1,Bnk,BrkSide,1Fam,6,7,1923,1950,1065,Y,915,720,1635,1,6,1,2,440,5,2007,210000
534,120,43,3182,Reg,Lvl,Blmngtn,TwnhsE,7,5,2005,2006,1145,Y,1145,0,1145,2,5,1,2,397,9,2009,160200
1514,50,60,10440,Reg,Lvl,OldTown,1Fam,5,6,1910,1981,440,Y,682,548,1230,1,5,0,2,440,5,2009,110000
705,20,85,10936,Reg,Lvl,Somerst,1Fam,8,5,2006,2006,1504,Y,1504,0,1504,2,7,0,2,510,9,2006,199000
1806,50,50,9000,Reg,Bnk,IDOTRR,1Fam,6,6,1937,1950,780,Y,780,595,1375,1,6,1,1,544,12,2007,141000
1352,50,78,17503,Reg,Lvl,NAmes,1Fam,6,5,1948,1950,912,Y,912,546,1458,1,6,1,1,330,1,2010,97500
1079,90,72,11072,IR1,Lvl,NAmes,Duplex,5,5,1965,1965,1728,Y,1728,0,1728,2,10,0,2,576,11,2008,145000
1587,50,50,5500,Reg,Lvl,OldTown,1Fam,5,7,1929,2001,926,Y,926,0,1316,1,6,0,2,484,4,2010,130000
1708,50,50,6000,Reg,Lvl,BrkSide,1Fam,6,6,1939,1950,780,Y,825,587,1412,1,6,1,1,280,5,2009,132500
1704,50,50,6000,Reg,Lvl,BrkSide,1Fam,6,9,1937,2000,698,Y,786,390,1176,1,4,0,2,624,7,2009,134900
2069,60,75,9317,Reg,Lvl,SawyerW,1Fam,7,5,1993,1993,740,Y,1006,769,1775,2,7,1,2,425,7,2009,213000
797,20,61,7328,Reg,Lvl,SawyerW,1Fam,7,5,2008,2009,1450,Y,1450,0,1450,2,6,0,3,788,2,2009,224243
2056,80,66,19255,IR1,Lvl,SawyerW,1Fam,6,5,1983,1983,520,Y,1338,0,1338,1,5,1,2,576,9,2009,156500
1042,20,80,9547,Reg,Lvl,NWAmes,1Fam,7,6,1993,1993,1594,Y,1594,0,1594,2,6,1,2,472,7,2007,188500
513,60,64,7713,Reg,Lvl,Gilbert,1Fam,7,5,2007,2007,728,Y,728,728,1456,2,7,0,2,400,7,2007,177594
2098,20,71,9178,Reg,Lvl,CollgCr,1Fam,8,5,2008,2008,1468,Y,1468,0,1468,2,6,1,3,904,6,2009,239900
2239,20,76,6950,IR1,Lvl,CollgCr,1Fam,5,7,1979,1979,914,Y,914,0,914,1,5,0,2,444,10,2009,134900
2657,30,71,6900,Reg,Lvl,IDOTRR,1Fam,5,6,1940,1955,740,Y,778,0,778,1,4,1,1,924,2,2008,120500
1762,70,60,13515,Reg,Lvl,BrkSide,1Fam,6,6,1919,1950,764,Y,1060,764,1824,1,8,1,2,520,7,2007,180500
144,60,85,11900,Reg,Lvl,Gilbert,1Fam,5,6,1977,1977,1122,Y,946,988,1934,2,6,1,2,567,7,2009,185000
2048,20,60,9060,Reg,Lvl,Edwards,1Fam,5,6,1957,2006,0,Y,1340,0,1340,1,7,1,1,252,6,2007,120000
1969,20,65,25095,IR1,Low,ClearCr,1Fam,5,8,1968,2003,1437,Y,1473,0,1473,1,5,2,1,452,6,2009,143000
1694,50,50,6125,Reg,Lvl,BrkSide,1Fam,5,7,1939,1998,728,Y,728,546,1274,2,6,0,1,224,3,2007,135000
880,20,60,8281,IR1,Lvl,Sawyer,1Fam,5,5,1965,1965,864,Y,864,0,864,1,5,1,1,360,12,2009,62383
956,160,24,2117,Reg,Lvl,Somerst,Twnhs,6,5,2000,2000,756,Y,769,804,1573,2,4,0,2,440,9,2007,177000
2724,80,74,9620,Reg,Lvl,Mitchel,1Fam,6,7,1977,1977,1243,Y,1285,0,1285,2,6,1,2,473,5,2010,190000
2592,20,79,7801,IR1,Lvl,Crawfor,1Fam,6,5,1951,1951,1091,N,1091,0,1091,1,5,1,1,344,5,2008,104000
285,160,21,1680,Reg,Lvl,BrDale,TwnhsE,6,3,1971,1971,483,Y,483,504,987,1,5,0,1,264,8,2008,89500
2227,80,55,10780,IR1,Lvl,CollgCr,1Fam,5,5,1976,1976,911,Y,954,0,954,1,6,0,2,576,7,2006,132500
999,120,40,3840,IR1,Lvl,Greens,TwnhsE,8,6,1978,1998,1057,Y,1295,0,1295,1,4,2,2,571,7,2007,213750
1177,50,51,4712,IR1,Lvl,BrkSide,1Fam,4,7,1946,1950,747,Y,774,456,1230,1,5,0,1,305,8,2006,121600
2767,80,73,9802,Reg,Lvl,Timber,1Fam,5,5,2006,2007,352,Y,712,730,1442,2,6,0,2,400,4,2008,172500
2536,30,64,8574,Reg,Lvl,Crawfor,1Fam,6,8,1916,2000,816,Y,1232,0,1232,1,6,1,2,440,10,2009,147500
2765,20,88,11896,IR1,Lvl,Timber,1Fam,7,5,2008,2008,1336,Y,1346,0,1346,2,6,1,3,660,5,2010,220000
440,120,47,6904,IR1,Lvl,NridgHt,TwnhsE,6,5,2005,2005,1358,Y,1358,0,1358,2,6,1,2,484,8,2009,213000
613,60,80,9200,Reg,Lvl,NoRidge,1Fam,8,5,1998,1998,1470,Y,1470,1160,2630,2,8,1,3,696,6,2008,315000
1547,30,56,3153,Reg,Lvl,OldTown,1Fam,5,6,1920,1990,967,Y,967,0,967,1,5,1,1,180,7,2007,99900
119,20,53,15401,IR1,HLS,StoneBr,1Fam,9,5,2004,2004,1884,Y,1884,0,1884,2,7,1,3,670,9,2008,387000
1755,30,50,6000,Reg,Lvl,BrkSide,1Fam,5,7,1921,1950,616,Y,616,0,616,1,4,0,1,205,6,2006,89000
2833,90,100,25000,Reg,Low,Mitchel,Duplex,5,4,1967,1967,1632,Y,1632,0,1632,2,8,0,2,576,6,2007,143000
1580,50,50,5925,Reg,Lvl,OldTown,1Fam,4,6,1900,1950,570,N,761,380,1141,1,6,0,1,252,5,2007,85000
904,20,89,12461,Reg,Lvl,NoRidge,1Fam,8,5,1994,1995,1624,Y,1624,0,1624,2,5,1,3,757,7,2006,262000
2661,30,58,8154,Reg,Lvl,IDOTRR,1Fam,2,5,1941,1950,480,Y,540,0,540,1,4,0,1,200,4,2010,82000
438,120,34,3903,Reg,Lvl,NridgHt,Twnhs,6,5,2005,2006,1302,Y,1302,0,1302,1,5,1,2,631,5,2007,200000
1822,20,49,8235,IR1,HLS,OldTown,1Fam,5,7,1955,1995,825,Y,825,0,825,1,4,0,2,720,6,2008,125000
2502,50,76,11388,Reg,Low,Edwards,1Fam,4,7,1910,1993,616,N,1055,218,1273,1,5,0,1,275,9,2006,121000
2467,40,62,10042,Reg,Bnk,Edwards,1Fam,6,8,1920,1995,660,Y,740,125,865,1,4,1,1,216,8,2007,108500
933,160,30,3180,Reg,Lvl,Somerst,TwnhsE,7,5,2005,2005,600,Y,520,600,1200,2,4,0,2,480,6,2006,151000
2821,20,93,10114,Reg,Lvl,Mitchel,1Fam,5,5,2004,2005,1430,Y,1430,0,1430,2,7,0,2,624,3,2010,173500
107,120,35,5118,IR1,HLS,StoneBr,TwnhsE,8,5,1990,1990,1312,Y,1321,0,1321,1,4,1,2,484,8,2007,212000
1612,190,69,9142,Reg,Lvl,OldTown,2fmCon,6,8,1910,1950,1020,N,908,1020,1928,2,9,0,1,440,4,2006,137000
134,120,60,8147,Reg,HLS,StoneBr,TwnhsE,9,5,2005,2005,1714,Y,1714,0,1714,2,7,1,2,517,8,2006,318000
2906,20,76,12887,Reg,Lvl,Mitchel,1Fam,5,7,1984,1984,833,Y,833,0,833,1,5,0,2,495,4,2010,149900
2607,20,80,12984,Reg,Bnk,Crawfor,1Fam,5,6,1977,1977,1430,Y,1647,0,1647,2,7,1,2,621,3,2006,217500
2529,45,55,10594,Reg,Lvl,Crawfor,1Fam,5,5,1926,1950,768,N,789,0,789,1,5,0,1,200,6,2007,96500
76,60,75,10000,IR1,Lvl,Gilbert,1Fam,6,5,1993,1994,763,Y,763,892,1655,2,7,1,2,440,4,2010,175900
2560,50,51,10480,Reg,Lvl,SWISU,1Fam,6,5,1936,1950,1064,Y,1166,0,1639,1,6,0,1,240,3,2008,115000
1170,50,120,17360,Reg,Lvl,NAmes,1Fam,6,6,1949,1950,782,Y,1019,537,1556,2,6,1,2,470,1,2010,172500
15,20,90,11727,Reg,Lvl,NAmes,1Fam,7,6,1969,1969,1851,Y,1851,0,1851,2,8,1,2,506,3,2006,192100
443,120,43,7052,IR1,Lvl,NridgHt,TwnhsE,7,5,2005,2005,1364,Y,1364,0,1364,2,6,1,2,484,6,2006,185850
710,60,72,8640,Reg,Lvl,Somerst,1Fam,7,5,2009,2009,900,Y,932,920,1852,2,7,1,2,644,7,2009,252678
326,20,96,12469,Reg,Lvl,NridgHt,1Fam,9,5,2006,2007,1790,Y,1816,0,1816,2,7,1,3,730,8,2007,356000
1756,30,60,6324,IR1,Lvl,BrkSide,1Fam,4,6,1927,1950,520,N,520,0,520,1,4,0,1,240,5,2008,68500
2323,20,70,9100,Reg,Lvl,CollgCr,1Fam,7,5,2001,2001,1212,Y,1212,0,1212,2,6,0,2,573,6,2009,178000
196,20,105,11751,IR1,Lvl,NWAmes,1Fam,6,6,1977,1977,1844,Y,1844,0,1844,2,7,1,2,546,1,2010,190000
755,60,85,10625,Reg,Lvl,Somerst,1Fam,6,5,2004,2004,1158,Y,1158,1285,2443,2,9,1,3,744,6,2007,265000
1394,50,90,5400,Reg,Lvl,OldTown,1Fam,4,6,1920,1950,840,Y,840,534,1374,1,6,0,1,338,10,2009,105000
711,20,72,8640,Reg,Lvl,Somerst,1Fam,8,5,2007,2007,1338,Y,1338,0,1338,2,6,0,2,598,11,2007,208900
1651,75,75,13500,Reg,Lvl,OldTown,1Fam,10,9,1893,2000,1237,Y,1521,1254,2775,3,9,1,2,880,7,2008,325000
1154,20,80,10721,IR1,Lvl,NAmes,1Fam,6,6,1959,1959,1252,Y,1252,0,1252,1,7,0,2,528,10,2008,142000
650,60,90,9900,Reg,Low,NoRidge,1Fam,7,5,1993,1993,1347,Y,1372,1274,2646,2,9,1,3,656,4,2009,260000
906,60,85,13143,IR1,Lvl,NoRidge,1Fam,8,5,1993,1993,1231,Y,1251,1098,2349,2,9,1,3,762,6,2010,362500
2346,60,65,8450,Reg,Lvl,CollgCr,1Fam,7,5,2003,2003,856,Y,856,854,1710,2,8,0,2,548,2,2008,208500
905,60,107,10186,IR1,Lvl,NoRidge,1Fam,7,5,1992,1992,750,Y,1061,862,1923,2,8,1,2,564,6,2010,190000
150,60,94,13005,IR1,Lvl,NWAmes,1Fam,7,7,1980,1980,845,Y,1153,1200,2353,2,10,1,2,484,8,2009,260000
785,20,63,13072,Reg,Lvl,SawyerW,1Fam,6,5,2005,2005,1141,Y,1141,0,1141,1,6,0,2,484,3,2006,142500
2549,30,52,6292,Reg,Bnk,SWISU,1Fam,6,5,1930,1950,768,N,790,0,790,1,4,0,1,160,4,2008,91000
371,20,129,16870,IR1,Lvl,NridgHt,1Fam,8,5,2004,2005,1782,Y,1782,0,1782,2,7,2,3,932,4,2009,296000
293,160,21,1680,Reg,Lvl,BrDale,Twnhs,5,7,1972,1972,630,Y,630,672,1302,2,6,0,1,264,2,2009,119500
351,20,95,12350,Reg,Lvl,NridgHt,1Fam,9,5,2008,2008,2020,Y,2020,0,2020,2,7,1,3,896,5,2009,404000
678,20,49,20896,IR2,Lvl,Somerst,1Fam,8,5,2005,2006,2077,Y,2097,0,2097,1,8,1,3,1134,1,2006,423000
1667,70,60,10800,Reg,Bnk,OldTown,1Fam,7,8,1890,1998,718,Y,1576,978,2554,1,8,0,2,704,7,2007,159500
2546,50,57,7558,Reg,Bnk,Crawfor,1Fam,6,6,1928,1950,896,Y,1172,741,1913,1,9,1,2,342,3,2009,177000
2259,20,60,7200,Reg,Low,CollgCr,1Fam,5,5,1972,1972,894,Y,894,0,894,1,6,0,2,600,9,2009,123000
1866,190,60,6048,Reg,Lvl,SWISU,2fmCon,5,7,1910,1950,856,Y,936,744,1680,2,7,1,2,450,6,2010,114900
1912,20,71,8197,Reg,Lvl,Sawyer,1Fam,6,5,1977,1977,660,Y,1285,0,1285,1,7,1,2,528,4,2007,143500
2241,20,61,8800,IR1,Lvl,CollgCr,1Fam,5,7,1977,2008,1040,Y,1040,0,1040,2,5,0,2,484,9,2009,150500
2911,20,60,6600,Reg,Lvl,Mitchel,1Fam,5,9,1982,2008,816,Y,816,0,816,1,5,1,1,264,10,2008,130500
2817,90,97,8940,IR1,Lvl,Mitchel,Duplex,7,5,1997,1998,1344,Y,1344,0,1344,2,8,0,4,784,11,2008,209200
498,60,57,8918,IR1,Lvl,Gilbert,1Fam,6,5,2005,2006,745,Y,745,745,1490,2,7,1,2,392,7,2009,167800
1406,20,75,8700,IR1,Lvl,NAmes,1Fam,5,7,1961,1961,920,Y,888,0,888,1,5,0,1,240,2,2007,120000
2441,160,24,2522,Reg,Lvl,Edwards,Twnhs,6,5,2004,2006,970,Y,970,739,1709,2,7,0,2,380,4,2006,130000
184,20,80,9600,Reg,Lvl,NWAmes,1Fam,8,5,1981,1981,2524,Y,2524,0,2524,2,9,1,2,542,7,2009,278000
133,120,60,8118,Reg,HLS,StoneBr,TwnhsE,9,5,2007,2007,1710,Y,1710,0,1710,2,6,1,2,557,7,2008,334000
1108,20,74,7450,IR1,Lvl,NAmes,1Fam,5,5,1956,1956,894,Y,1074,0,1074,1,6,1,2,396,1,2007,124000
1161,20,80,10800,Reg,Lvl,NAmes,1Fam,5,7,1960,1960,1248,Y,1248,0,1248,1,6,0,1,286,5,2006,151500
1839,20,55,8250,Reg,Lvl,Sawyer,1Fam,5,5,1968,1968,952,Y,1211,0,1211,1,5,1,1,322,8,2008,134000
2726,90,75,10125,Reg,Lvl,Mitchel,Duplex,5,5,1977,1977,0,Y,1302,432,1734,2,8,0,2,539,8,2009,126000
188,60,80,10793,Reg,Lvl,NWAmes,1Fam,5,5,1969,1969,780,Y,780,840,1620,2,7,0,2,462,4,2007,152000
2399,20,65,6500,Reg,Lvl,Edwards,1Fam,6,6,1976,1976,1127,Y,1127,0,1127,1,6,1,2,480,5,2008,135000
2363,20,63,8500,Reg,Lvl,CollgCr,1Fam,7,5,2004,2004,1422,Y,1422,0,1422,2,7,0,2,626,11,2007,179600
1453,20,70,7560,Reg,Lvl,NAmes,1Fam,5,6,1958,1965,1029,Y,1339,0,1339,1,6,0,1,294,5,2009,139000
1191,20,89,10858,Reg,Lvl,NAmes,1Fam,5,6,1952,1952,1444,Y,1624,0,1624,1,6,1,1,240,7,2006,146500
794,60,74,7632,IR1,Lvl,SawyerW,1Fam,7,5,2005,2005,784,Y,831,754,1585,2,7,0,2,449,3,2006,184900
2893,20,100,21750,Reg,HLS,Mitchel,1Fam,5,5,1954,1954,988,Y,988,0,988,1,4,0,2,520,2,2008,113000
2437,180,35,3675,Reg,Lvl,Edwards,TwnhsE,6,5,2005,2006,547,Y,1072,0,1072,1,5,0,2,525,4,2009,145500
907,60,88,11134,Reg,Lvl,NoRidge,1Fam,8,5,1992,1993,1390,Y,1402,823,2225,2,7,1,3,713,6,2010,285000
1557,20,60,7200,Reg,Lvl,OldTown,1Fam,4,5,1950,1950,576,Y,864,0,864,1,5,0,1,528,8,2006,105000
584,60,62,7917,Reg,Lvl,Gilbert,1Fam,6,5,1999,2000,953,Y,953,694,1647,2,7,1,2,460,8,2007,175000
1066,60,73,8814,Reg,Lvl,NAmes,1Fam,5,6,1968,1968,732,Y,732,732,1464,1,7,0,2,470,6,2008,141000
624,60,108,14774,IR1,Lvl,NoRidge,1Fam,9,5,1999,1999,1393,Y,1422,1177,2599,2,10,1,3,779,5,2010,333168
1949,20,87,13050,Reg,Low,ClearCr,1Fam,5,6,1963,1963,1000,Y,1000,0,1000,1,4,2,2,575,4,2006,164000
587,60,71,8220,IR1,Lvl,Gilbert,1Fam,7,5,2000,2001,982,Y,1008,884,1892,2,8,1,2,431,7,2008,226750
185,20,79,10240,Reg,Lvl,NWAmes,1Fam,6,6,1980,1980,1686,Y,1686,0,1686,2,7,1,2,612,5,2006,207500
1845,20,50,4280,IR1,Lvl,Sawyer,1Fam,4,9,1946,2001,560,Y,704,0,704,1,4,0,1,220,9,2009,88750
2684,50,60,11040,Reg,Low,IDOTRR,1Fam,4,6,1920,1950,637,Y,897,439,1336,1,7,0,1,570,9,2006,108000
123,60,66,13682,IR2,HLS,StoneBr,1Fam,10,5,2006,2006,1410,Y,1426,1519,2945,3,10,1,3,641,10,2006,438780
1996,50,75,45600,IR2,Bnk,ClearCr,1Fam,6,8,1908,1997,907,Y,1307,1051,2358,3,10,1,2,360,9,2008,240000
1982,20,84,17808,Reg,Lvl,Edwards,1Fam,4,5,1946,1950,484,N,1242,0,1242,1,4,0,1,336,7,2007,109900
336,60,104,13518,Reg,Lvl,NridgHt,1Fam,9,5,2008,2009,1926,Y,1966,1174,3140,3,11,2,3,820,7,2009,485000
609,75,84,9660,Reg,Lvl,NoRidge,1Fam,8,5,1997,1997,1173,Y,1182,1017,2199,2,9,1,2,516,9,2008,284500
2510,50,60,8400,Reg,Bnk,SWISU,1Fam,6,5,1925,1950,1181,Y,1390,304,1694,2,7,1,2,576,6,2008,136500
2450,20,64,6400,Reg,Lvl,Edwards,1Fam,5,7,1959,2000,960,Y,960,0,960,1,4,0,1,392,12,2007,131750
722,60,72,8640,Reg,Lvl,Somerst,1Fam,8,5,2007,2007,896,Y,896,896,1792,2,8,0,2,590,11,2007,255000
1051,20,78,10140,Reg,Lvl,NWAmes,1Fam,7,5,1998,1999,1650,Y,1680,0,1680,2,7,1,2,583,6,2009,213250
2426,60,60,7023,Reg,Lvl,Edwards,1Fam,5,5,2005,2006,734,Y,734,674,1408,2,6,0,2,489,5,2007,171500
646,20,91,10437,IR1,Lvl,NoRidge,1Fam,8,6,1995,1995,2109,Y,2113,0,2113,2,7,1,3,839,8,2008,350000
847,90,68,8930,Reg,Lvl,Sawyer,Duplex,6,5,1978,1978,0,Y,1318,584,1902,2,8,0,2,539,4,2010,112000
393,20,77,10872,IR1,Lvl,NridgHt,1Fam,9,5,2006,2006,1504,Y,1531,0,1531,2,6,1,3,700,2,2009,300000
2261,20,60,7200,Reg,Lvl,CollgCr,1Fam,4,8,1972,2006,385,Y,875,0,875,1,5,0,2,728,10,2007,117000
1843,50,115,21286,Reg,Lvl,Sawyer,1Fam,5,5,1948,1950,720,Y,720,551,1271,2,7,1,1,312,8,2008,135000
121,60,82,16052,IR1,Lvl,StoneBr,1Fam,10,5,2006,2006,1850,Y,1850,848,2698,2,11,1,3,736,7,2006,535000
2824,20,200,43500,Reg,Lvl,Mitchel,1Fam,3,5,1953,1953,0,Y,2034,0,2034,1,9,0,4,1041,6,2007,130000
2801,20,95,13618,Reg,Lvl,Timber,1Fam,8,5,2005,2006,1728,Y,1960,0,1960,2,8,2,3,714,11,2006,320000
1328,20,60,10434,Reg,Lvl,NAmes,1Fam,4,5,1955,1955,1005,Y,1005,0,1005,1,5,1,2,672,11,2009,115000
479,120,48,3480,Reg,Lvl,NridgHt,TwnhsE,7,5,2003,2003,1405,Y,1405,0,1405,2,6,1,2,478,11,2009,173000
1374,50,60,7008,Reg,Lvl,OldTown,1Fam,4,8,1900,1998,448,Y,448,272,720,1,5,0,1,280,3,2006,86900
1000,120,40,3880,IR1,Lvl,Greens,Twnhs,8,6,1978,1978,1226,Y,1226,0,1226,1,4,1,2,484,1,2010,206000
323,20,129,16737,Reg,Lvl,NridgHt,1Fam,9,5,2004,2005,1980,Y,1980,0,1980,2,8,1,3,770,9,2006,315000
2145,20,91,11778,Reg,Lvl,CollgCr,1Fam,9,5,2008,2008,2271,Y,2276,0,2276,2,7,2,3,1348,6,2008,475000
1275,20,80,11600,Reg,Lvl,NAmes,1Fam,6,5,1960,1960,1383,Y,1383,0,1383,1,7,0,1,292,4,2006,145250
2623,160,24,1733,Reg,Lvl,Blueste,Twnhs,6,6,1980,1980,516,Y,516,516,1032,1,5,1,2,452,5,2009,115000
2054,60,116,13474,Reg,Lvl,SawyerW,1Fam,7,5,1990,1991,700,Y,1122,1121,2243,2,8,1,3,746,6,2007,225000
2419,80,94,7819,Reg,Lvl,Edwards,1Fam,6,5,1976,1976,1029,Y,1117,0,1117,1,6,1,2,672,3,2010,107000
290,160,21,1680,Reg,Lvl,BrDale,Twnhs,6,6,1972,1972,483,Y,483,504,987,1,5,0,1,288,7,2009,97000
370,20,110,14977,IR1,Lvl,NridgHt,1Fam,8,5,2006,2007,1976,Y,1976,0,1976,2,7,1,3,908,7,2007,440000
2590,70,80,16560,IR1,Lvl,Crawfor,1Fam,6,8,1932,1950,952,Y,1170,1175,2345,2,9,1,2,360,7,2006,239000
1252,20,70,7763,Reg,Lvl,NAmes,1Fam,5,7,1962,1980,931,Y,1283,0,1283,1,6,0,2,506,10,2008,140000
2200,60,68,9179,IR1,Lvl,CollgCr,1Fam,7,5,1999,1999,873,Y,882,908,1790,2,7,0,2,588,6,2008,193000
373,60,101,14215,IR1,Lvl,NridgHt,1Fam,8,5,2005,2006,1158,Y,1158,1218,2376,3,9,1,3,853,11,2006,325300
2028,20,60,5400,Reg,HLS,SWISU,1Fam,5,5,1958,1958,864,Y,864,0,864,1,6,0,1,399,5,2007,118000
2429,20,128,39290,IR1,Bnk,Edwards,1Fam,10,5,2008,2009,5095,Y,5095,0,5095,2,15,2,3,1154,10,2007,183850
474,120,89,8232,IR1,Lvl,NridgHt,TwnhsE,9,5,2007,2008,1800,Y,1800,0,1800,2,6,1,3,944,6,2008,370967
1706,50,50,6000,Reg,Lvl,BrkSide,1Fam,5,8,1925,1997,884,Y,884,464,1348,1,5,1,1,216,5,2009,117000
1411,20,78,10180,IR1,Lvl,NAmes,1Fam,5,6,1968,1968,912,Y,1044,0,1044,1,5,1,2,372,6,2008,139000
2650,50,60,6000,Reg,Lvl,IDOTRR,1Fam,6,8,1940,2006,720,Y,760,330,1090,1,5,0,1,240,7,2008,120000
2385,20,70,9170,Reg,Lvl,Edwards,1Fam,5,7,1965,1965,1214,Y,1214,0,1214,1,6,0,2,461,4,2007,140000
2569,20,126,13108,IR2,HLS,Crawfor,1Fam,5,5,1951,1951,0,Y,1226,0,1226,1,7,1,2,400,6,2007,153500
